[2025-09-30 12:05:23] User: admin (ID: 1) | IP: 80.151.166.21 | Action: object_created | Details: Object created: iugswedfkjsfd (ID: 10)
[2025-09-30 12:05:46] User: admin (ID: 1) | IP: 80.151.166.21 | Action: search_objects | Details: Search: '', Results: 2
[2025-09-30 12:14:43] User: admin (ID: 1) | IP: 80.151.166.21 | Action: logout | Details: User logged out
[2025-09-30 12:14:58] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:15:15] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:15:26] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:15:37] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:16:18] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:19:52] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:19:57] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:21:43] User: anonymous (ID: anonymous) | IP: 80.151.166.21 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 12:23:37] User: admin (ID: 1) | IP: 80.151.166.21 | Action: login | Details: Successful login
[2025-09-30 12:35:05] User: admin (ID: 1) | IP: 80.151.166.21 | Action: settings_updated | Details: Map display settings updated
[2025-09-30 12:35:30] User: admin (ID: 1) | IP: 80.151.166.21 | Action: object_deleted | Details: Object deleted: Lichtmast B2 (ID: 2)
[2025-09-30 12:35:33] User: admin (ID: 1) | IP: 80.151.166.21 | Action: object_deleted | Details: Object deleted: Generator D4 (ID: 4)
[2025-09-30 12:35:38] User: admin (ID: 1) | IP: 80.151.166.21 | Action: search_objects | Details: Search: '', Results: 6
[2025-09-30 12:35:47] User: admin (ID: 1) | IP: 80.151.166.21 | Action: object_deleted | Details: Object deleted: Audio-Anlage F6 (ID: 6)
[2025-09-30 12:35:59] User: admin (ID: 1) | IP: 80.151.166.21 | Action: object_deleted | Details: Object deleted: Container C3 (ID: 3)
[2025-09-30 12:36:11] User: admin (ID: 1) | IP: 80.151.166.21 | Action: object_deleted | Details: Object deleted: Kabeltrommel H8 (ID: 8)
[2025-09-30 12:36:12] User: admin (ID: 1) | IP: 80.151.166.21 | Action: search_objects | Details: Search: '', Results: 3
[2025-09-30 12:51:30] User: admin (ID: 1) | IP: 80.151.166.21 | Action: auto_maintenance | Details: Object #4 'Generator D4' automatically set to maintenance
[2025-09-30 12:51:30] User: admin (ID: 1) | IP: 80.151.166.21 | Action: auto_maintenance | Details: Object #3 'Container C3' automatically set to maintenance
[2025-09-30 12:51:30] User: admin (ID: 1) | IP: 80.151.166.21 | Action: auto_maintenance | Details: Object #1 'Generator A1' automatically set to maintenance
[2025-09-30 12:57:34] User: admin (ID: 1) | IP: 80.151.166.21 | Action: object_created | Details: Object created: Test Gerät (ID: 9)
[2025-09-30 12:58:23] User: admin (ID: 1) | IP: 80.151.166.21 | Action: settings_updated | Details: Map display settings updated
[2025-09-30 13:22:58] User: admin (ID: 1) | IP: 80.151.166.21 | Action: settings_updated | Details: Map display settings updated
[2025-09-30 13:23:27] User: admin (ID: 1) | IP: 80.151.166.21 | Action: status_set | Details: Status set to rented for object 'Test Gerät' (ID: 9)
[2025-09-30 13:23:36] User: admin (ID: 1) | IP: 80.151.166.21 | Action: status_set | Details: Status set to maintenance for object 'Test Gerät' (ID: 9)
[2025-09-30 13:23:38] User: admin (ID: 1) | IP: 80.151.166.21 | Action: status_set | Details: Status set to available for object 'Test Gerät' (ID: 9)
[2025-09-30 16:21:33] User: admin (ID: 1) | IP: 80.151.166.21 | Action: logout | Details: User logged out
[2025-09-30 19:53:29] User: admin (ID: 1) | IP: 109.43.113.140 | Action: logout | Details: User logged out
[2025-09-30 19:56:51] User: anonymous (ID: anonymous) | IP: 109.43.113.140 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 19:56:54] User: anonymous (ID: anonymous) | IP: 109.43.113.140 | Action: login_failed | Details: Failed login attempt for: admin
[2025-09-30 20:02:08] User: admin (ID: 1) | IP: 109.43.113.140 | Action: logout | Details: User logged out
[2025-09-30 20:02:13] User: anonymous (ID: anonymous) | IP: 109.43.113.140 | Action: logout | Details: User logged out
[2025-09-30 20:02:22] User: admin (ID: 1) | IP: 109.43.113.140 | Action: login | Details: Successful login
[2025-09-30 20:02:49] User: admin (ID: 1) | IP: 109.43.113.140 | Action: user_updated | Details: User updated: admin (ID: 1)
[2025-09-30 20:29:55] User: admin (ID: 1) | IP: 109.43.113.140 | Action: test_email_sent | Details: Test email notification sent to: doofwiescheisse@outlook.de
[2025-09-30 21:56:34] User: admin (ID: 1) | IP: 109.43.115.64 | Action: permissions_fixed | Details: Category permissions were fixed by admin
[2025-09-30 21:56:49] User: admin (ID: 1) | IP: 109.43.115.64 | Action: logout | Details: User logged out
[2025-09-30 21:56:59] User: admin (ID: 1) | IP: 109.43.115.64 | Action: login | Details: Successful login
